当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g,,
8.71,628068,549590935,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2385, 14883, 12236, 8323, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1017, 2215, 2717, 2157, 2326",62806800,8.750500503
8.71,628069,549591806,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2390, 14920, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1017, 2215, 2717, 2157, 2326",62806900,8.750500439
8.71,628087,549607489,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2400, 14920, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1034, 2215, 2717, 2157, 2336",62808700,8.750499358
8.71,628089,549609231,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2458, 14932, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1059, 2215, 2717, 2157, 2336",62808900,8.750499229
8.71,628090,549610102,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2492, 15032, 12241, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1059, 2215, 2717, 2157, 2336",62809000,8.750499164
8.72,628115,549631902,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2492, 15032, 12236, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1034, 2155, 2717, 2157, 2336",62811500,8.75049795
8.71,628159,549670227,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2463, 15063, 12236, 8326, 4214"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1040, 2155, 2717, 2157, 2336",62815900,8.750495129
8.71,628184,549692017,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2572, 15063, 12236, 8316, 4224"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1026, 2155, 2717, 2157, 2336",62818400,8.750493757
8.71,628193,549699863,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2570, 15063, 12236, 8316, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336",62819300,8.750493288
8.71,628197,549703347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2530, 15096, 12236, 8316, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336",62819700,8.75049303
8.71,628261,549759091,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2556, 15096, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1019, 2155, 2717, 2157, 2336",62826100,8.750488905
8.72,628287,549781742,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2535, 15184, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1018, 2155, 2717, 2157, 2356",62828700,8.750487309
8.72,628305,549797427,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2524, 15184, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1015, 2155, 2717, 2157, 2356",62830500,8.750486261
8.71,628307,549799169,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2522, 14958, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1015, 2155, 2717, 2157, 2356",62830700,8.750486132
8.71,628307,549799169,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2534, 14968, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1016, 2155, 2717, 2157, 2356",62830700,8.750486132
8.72,628315,549806142,0,0,0,6.71,8.85,8.9, 2018-07-16 14:34:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2527, 14968, 12236, 8313, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356",62831500,8.750485696
8.71,628340,549827917,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2525, 14968, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356",62834000,8.750484085
8.71,628350,549836627,0,0,0,6.7,8.85,8.9, 2018-07-16 14:34:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2527, 14938, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1011, 2155, 2717, 2157, 2356",62835000,8.750483441
8.72,628360,549845346,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2532, 14951, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1002, 2155, 2717, 2157, 2356",62836000,8.75048294
8.71,628391,549872347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2501, 14951, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1002, 2155, 2717, 2157, 2356",62839100,8.750480943
8.71,628391,549872347,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2503, 14956, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1003, 2155, 2717, 2157, 2356",62839100,8.750480943
8.72,628408,549887170,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2502, 14986, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356",62840800,8.750480102
8.71,628423,549900235,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2507, 14986, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356",62842300,8.750479136
8.71,628425,549901977,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2544, 15067, 12236, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1007, 2155, 2717, 2157, 2356",62842500,8.750479007
8.71,628426,549902848,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2573, 15072, 12231, 8343, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1121, 2155, 2719, 2157, 2356",62842600,8.750478943
8.72,628442,549916800,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2650, 15072, 12231, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1115, 2164, 2719, 2157, 2356",62844200,8.750478167
8.71,628642,550091000,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2502, 15072, 12230, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1115, 2164, 2719, 2157, 2356",62864200,8.750465289
8.72,628658,550104939,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2489, 15072, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 1113, 2164, 2719, 2157, 2356",62865800,8.750464307
8.71,628670,550115391,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2484, 15072, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11113, 2164, 2719, 2157, 2356",62867000,8.750463534
8.71,628693,550135442,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2489, 15172, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11149, 2164, 2719, 2157, 2356",62869300,8.75046234
8.71,628762,550195541,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2455, 15177, 12229, 8323, 4234"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11163, 2164, 2719, 2157, 2356",62876200,8.7504579
8.72,628777,550208610,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2481, 14947, 12222, 8323, 4239"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11159, 2164, 2723, 2157, 2356",62877700,8.750456998
8.71,628793,550222549,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2472, 14937, 12222, 8323, 4239"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11156, 2162, 2723, 2158, 2356",62879300,8.750456017
8.71,628806,550233882,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2508, 14942, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11146, 2162, 2723, 2158, 2356",62880600,8.750455339
8.71,628811,550238237,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2499, 14952, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11146, 2162, 2723, 2158, 2356",62881100,8.750455017
8.71,628824,550249572,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2630, 14952, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11139, 2162, 2723, 2158, 2356",62882400,8.750454372
8.72,628974,550380223,0,0,0,6.71,8.85,8.9, 2018-07-16 14:35:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2435, 14972, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11138, 2162, 2723, 2158, 2356",62897400,8.75044474
8.71,628986,550390675,0,0,0,6.7,8.85,8.9, 2018-07-16 14:35:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2426, 15012, 12229, 8323, 4233"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11138, 2162, 2723, 2158, 2356",62898600,8.750443969
8.71,628992,550395906,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 2428, 15025, 12229, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11541, 2162, 2723, 2158, 2356",62899200,8.750443662
8.71,630230,551474337,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1340, 15052, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11583, 2162, 2723, 2158, 2356",63023000,8.750366327
8.71,630235,551478692,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1428, 15075, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11645, 2062, 2633, 2158, 2356",63023500,8.750366006
8.71,630382,551606729,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1354, 15046, 12224, 8319, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11645, 1862, 2633, 2158, 2394",63038200,8.750356593
8.71,630595,551792252,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1151, 15154, 12224, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11611, 1862, 2633, 2158, 2394",63059500,8.750342962
8.71,630847,552011794,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 959, 15154, 12372, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11561, 1862, 2633, 2158, 2394",63084700,8.750327639
8.71,630874,552035327,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 983, 15174, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394",63087400,8.750326167
8.71,630924,552078877,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 968, 14974, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394",63092400,8.750322971
8.71,630926,552080619,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1176, 14922, 12336, 8320, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1862, 2633, 2158, 2394",63092600,8.750322843
8.71,631040,552179913,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1047, 14962, 12336, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1774, 2633, 2158, 2394",63104000,8.750315558
8.71,631042,552181655,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1058, 14972, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11545, 1774, 2633, 2158, 2394",63104200,8.750315431
8.71,631056,552193849,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:33,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1044, 14972, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11554, 1765, 2633, 2158, 2394",63105600,8.750314536
8.72,631073,552208661,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:36,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1336, 14992, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11549, 1765, 2633, 2158, 2394",63107300,8.750313529
8.72,631123,552252226,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:39,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1306, 14992, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11535, 1765, 2633, 2158, 2394",63112300,8.750310573
8.72,631148,552274002,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:42,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1287, 14892, 12341, 8310, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11535, 1765, 2633, 2158, 2394",63114800,8.750308993
8.71,631200,552319317,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:45,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1259, 14892, 12341, 8410, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11600, 1772, 2633, 2158, 2394",63120000,8.750306036
8.71,631201,552320188,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:48,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1274, 14898, 12341, 8410, 4215"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11600, 1772, 2633, 2158, 2394",63120100,8.750305972
8.72,631358,552456940,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:51,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1335, 14899, 12339, 8410, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11595, 1772, 2633, 2158, 2394",63135800,8.750296029
8.71,631481,552564194,0,0,0,6.7,8.85,8.9, 2018-07-16 14:36:54,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1353, 14979, 12339, 8407, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11474, 1762, 2633, 2158, 2394",63148100,8.750290096
8.72,631500,552580749,0,0,0,6.71,8.85,8.9, 2018-07-16 14:36:57,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1389, 14867, 12258, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394",63150000,8.750288979
8.71,631501,552581620,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:00,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1402, 14867, 12258, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394",63150100,8.750288915
8.71,631516,552594685,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:03,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1407, 14910, 12288, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11507, 1762, 2633, 2158, 2394",63151600,8.750287958
8.72,631538,552613867,0,0,0,6.71,8.85,8.9, 2018-07-16 14:37:06,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1437, 14910, 12290, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11487, 1762, 2633, 2158, 2394",63153800,8.750286871
8.71,631605,552672289,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:09,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1528, 14928, 12285, 8376, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11432, 1762, 2633, 2158, 2394",63160500,8.750283627
8.72,631704,552758604,0,0,0,6.71,8.85,8.9, 2018-07-16 14:37:12,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1530, 14938, 12285, 8379, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11547, 1762, 2633, 2158, 2394",63170400,8.750278675
8.72,631735,552785634,0,0,0,6.71,8.85,8.9, 2018-07-16 14:37:15,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1528, 14938, 12284, 8379, 4165"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11941, 1762, 2633, 2158, 2394",63173500,8.750277157
8.72,631766,552812665,0,0,0,6.71,8.85,8.9, 2018-07-16 14:37:18,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1530, 14938, 12284, 8379, 4160"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11925, 1762, 2633, 2158, 2394",63176600,8.750275656
8.71,631773,552818762,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:21,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1602, 14936, 12284, 8379, 4160"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11960, 1762, 2633, 2158, 2394",63177300,8.75027521
8.72,631791,552834446,0,0,0,6.71,8.85,8.9, 2018-07-16 14:37:24,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1686, 15037, 12284, 8379, 4160"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11954, 1762, 2633, 2158, 2394",63179100,8.750274157
8.71,631801,552843156,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:27,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1676, 15094, 12284, 8379, 4160"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 11997, 1762, 2633, 2158, 2394",63180100,8.75027352
8.71,631805,552846640,0,0,0,6.7,8.85,8.9, 2018-07-16 14:37:30,8.69,0,8.88," 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997, 8.6699999999999999"," 1711, 15094, 12284, 8379, 4160"," 8.7200000000000006, 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998"," 12273, 1762, 2633, 2158, 2394",63180500,8.750273265
